parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization
r18525_k_RPKM2protein	r18525_k_RPKM2protein	log10	-3	5		1			0
r18526_k0	r18526_k0	log10	-3	5		1			0
r18527_k_GeneSpecificScaling	r18527_k_GeneSpecificScaling	log10	-3	5		1			0
r18527_k_RPKM2protein	r18527_k_RPKM2protein	log10	-3	5		1			0
r18528_k0	r18528_k0	log10	-3	5		1			0
r18529_k0	r18529_k0	log10	-3	5		1			0
r18529_kd	r18529_kd	log10	-3	5		1			0
r18530_k0	r18530_k0	log10	-3	5		1			0
r18530_kd	r18530_kd	log10	-3	5		1			0
r18531_k0	r18531_k0	log10	-3	5		1			0
r18532_k0	r18532_k0	log10	-3	5		1			0
r18533_k0	r18533_k0	log10	-3	5		1			0
r18533_kd	r18533_kd	log10	-3	5		1			0
r18534_k0	r18534_k0	log10	-3	5		1			0
r18534_kd	r18534_kd	log10	-3	5		1			0
r18535_k0	r18535_k0	log10	-3	5		1			0
r18536_k0	r18536_k0	log10	-3	5		1			0
r18540_k_GeneSpecificScaling	r18540_k_GeneSpecificScaling	log10	-3	5		1			0
r18540_k_RPKM2protein	r18540_k_RPKM2protein	log10	-3	5		1			0
r18541_k0	r18541_k0	log10	-3	5		1			0
r18542_k0	r18542_k0	log10	-3	5		1			0
r18542_kd	r18542_kd	log10	-3	5		1			0
r18543_k0	r18543_k0	log10	-3	5		1			0
r18544_k0	r18544_k0	log10	-3	5		1			0
r18544_kd	r18544_kd	log10	-3	5		1			0
r18545_k0	r18545_k0	log10	-3	5		1			0
r18546_k0	r18546_k0	log10	-3	5		1			0
r18546_kE6	r18546_kE6	log10	-3	5		1			0
r18546_kE5	r18546_kE5	log10	-3	5		1			0
r18546_kE4	r18546_kE4	log10	-3	5		1			0
r18546_kE3	r18546_kE3	log10	-3	5		1			0
r18546_kE2	r18546_kE2	log10	-3	5		1			0
r18546_kE1	r18546_kE1	log10	-3	5		1			0
r18547_k0	r18547_k0	log10	-3	5		1			0
r18547_kE6	r18547_kE6	log10	-3	5		1			0
r18547_kE5	r18547_kE5	log10	-3	5		1			0
r18547_kE4	r18547_kE4	log10	-3	5		1			0
r18547_kE3	r18547_kE3	log10	-3	5		1			0
r18547_kE2	r18547_kE2	log10	-3	5		1			0
r18547_kE1	r18547_kE1	log10	-3	5		1			0
r18548_k0	r18548_k0	log10	-3	5		1			0
r18548_kE6	r18548_kE6	log10	-3	5		1			0
r18548_kE5	r18548_kE5	log10	-3	5		1			0
r18548_kE4	r18548_kE4	log10	-3	5		1			0
r18548_kE3	r18548_kE3	log10	-3	5		1			0
r18548_kE2	r18548_kE2	log10	-3	5		1			0
r18548_kE1	r18548_kE1	log10	-3	5		1			0
r186_k0	r186_k0	log10	-3	5		1			0
r187_k_GeneSpecificScaling	r187_k_GeneSpecificScaling	log10	-3	5		1			0
r187_k_RPKM2protein	r187_k_RPKM2protein	log10	-3	5		1			0
r1878_k_GeneSpecificScaling	r1878_k_GeneSpecificScaling	log10	-3	5		1			0
r1878_k_RPKM2protein	r1878_k_RPKM2protein	log10	-3	5		1			0
r1879_k0	r1879_k0	log10	-3	5		1			0
r188_k0	r188_k0	log10	-3	5		1			0
r1880_k_GeneSpecificScaling	r1880_k_GeneSpecificScaling	log10	-3	5		1			0
r1880_k_RPKM2protein	r1880_k_RPKM2protein	log10	-3	5		1			0
r1881_k0	r1881_k0	log10	-3	5		1			0
r189_k_GeneSpecificScaling	r189_k_GeneSpecificScaling	log10	-3	5		1			0
r189_k_RPKM2protein	r189_k_RPKM2protein	log10	-3	5		1			0
r19_k_GeneSpecificScaling	r19_k_GeneSpecificScaling	log10	-3	5		1			0
r19_k_RPKM2protein	r19_k_RPKM2protein	log10	-3	5		1			0
r190_k0	r190_k0	log10	-3	5		1			0
r1918_k0	r1918_k0	log10	-3	5		1			0
r1918_kd	r1918_kd	log10	-3	5		1			0
r193_k_GeneSpecificScaling	r193_k_GeneSpecificScaling	log10	-3	5		1			0
r193_k_RPKM2protein	r193_k_RPKM2protein	log10	-3	5		1			0
r194_k0	r194_k0	log10	-3	5		1			0
r19741_k_GeneSpecificScaling	r19741_k_GeneSpecificScaling	log10	-3	5		1			0
r19741_k_RPKM2protein	r19741_k_RPKM2protein	log10	-3	5		1			0
r19742_k0	r19742_k0	log10	-3	5		1			0
r19744_k0	r19744_k0	log10	-3	5		1			0
r19744_kd	r19744_kd	log10	-3	5		1			0
r19745_k0	r19745_k0	log10	-3	5		1			0
r19745_kd	r19745_kd	log10	-3	5		1			0
r19746_k0	r19746_k0	log10	-3	5		1			0
r19746_kd	r19746_kd	log10	-3	5		1			0
r19747_k0	r19747_k0	log10	-3	5		1			0
r19747_kd	r19747_kd	log10	-3	5		1			0
r19748_k0	r19748_k0	log10	-3	5		1			0
r19748_kd	r19748_kd	log10	-3	5		1			0
r19749_k0	r19749_k0	log10	-3	5		1			0
r19749_kd	r19749_kd	log10	-3	5		1			0
r19750_kE1	r19750_kE1	log10	-3	5		1			0
r19750_kd	r19750_kd	log10	-3	5		1			0
r19751_k0	r19751_k0	log10	-3	5		1			0
r19752_k0	r19752_k0	log10	-3	5		1			0
r19753_k0	r19753_k0	log10	-3	5		1			0
r19754_k0	r19754_k0	log10	-3	5		1			0
r19755_k0	r19755_k0	log10	-3	5		1			0
r19756_k0	r19756_k0	log10	-3	5		1			0
r19757_k0	r19757_k0	log10	-3	5		1			0
r19758_kE1	r19758_kE1	log10	-3	5		1			0
r19759_kE3	r19759_kE3	log10	-3	5		1			0
r19759_kE2	r19759_kE2	log10	-3	5		1			0
r19759_kE1	r19759_kE1	log10	-3	5		1			0
r19761_kE1	r19761_kE1	log10	-3	5		1			0
r19761_kd	r19761_kd	log10	-3	5		1			0
r19762_kE1	r19762_kE1	log10	-3	5		1			0
r19762_kd	r19762_kd	log10	-3	5		1			0
r19763_kE1	r19763_kE1	log10	-3	5		1			0
r19763_kd	r19763_kd	log10	-3	5		1			0
r19764_k0	r19764_k0	log10	-3	5		1			0
r19764_kd	r19764_kd	log10	-3	5		1			0
r2_k0	r2_k0	log10	-3	5		1			0
r20_k0	r20_k0	log10	-3	5		1			0
r21_k_GeneSpecificScaling	r21_k_GeneSpecificScaling	log10	-3	5		1			0
r21_k_RPKM2protein	r21_k_RPKM2protein	log10	-3	5		1			0
r2149_k0	r2149_k0	log10	-3	5		1			0
r215_k_GeneSpecificScaling	r215_k_GeneSpecificScaling	log10	-3	5		1			0
r215_k_RPKM2protein	r215_k_RPKM2protein	log10	-3	5		1			0
r2150_k0	r2150_k0	log10	-3	5		1			0
r2151_k0	r2151_k0	log10	-3	5		1			0
r2152_k0	r2152_k0	log10	-3	5		1			0
r2153_k0	r2153_k0	log10	-3	5		1			0
r2155_k0	r2155_k0	log10	-3	5		1			0
r2156_k0	r2156_k0	log10	-3	5		1			0
r2157_k0	r2157_k0	log10	-3	5		1			0
r2159_k0	r2159_k0	log10	-3	5		1			0
r216_k0	r216_k0	log10	-3	5		1			0
r2160_k0	r2160_k0	log10	-3	5		1			0
r2161_k0	r2161_k0	log10	-3	5		1			0
r2162_k0	r2162_k0	log10	-3	5		1			0
r2163_k0	r2163_k0	log10	-3	5		1			0
r2164_k0	r2164_k0	log10	-3	5		1			0
r217_k_GeneSpecificScaling	r217_k_GeneSpecificScaling	log10	-3	5		1			0
r217_k_RPKM2protein	r217_k_RPKM2protein	log10	-3	5		1			0
r218_k0	r218_k0	log10	-3	5		1			0
r219_k0	r219_k0	log10	-3	5		1			0
r219_kd	r219_kd	log10	-3	5		1			0
r22_k0	r22_k0	log10	-3	5		1			0
r220_k0	r220_k0	log10	-3	5		1			0
r220_kd	r220_kd	log10	-3	5		1			0
r221_k0	r221_k0	log10	-3	5		1			0
r221_kd	r221_kd	log10	-3	5		1			0
r223_k0	r223_k0	log10	-3	5		1			0
r223_kd	r223_kd	log10	-3	5		1			0
r224_k0	r224_k0	log10	-3	5		1			0
r224_kd	r224_kd	log10	-3	5		1			0
r225_k0	r225_k0	log10	-3	5		1			0
r225_kd	r225_kd	log10	-3	5		1			0
r227_k0	r227_k0	log10	-3	5		1			0
r227_kd	r227_kd	log10	-3	5		1			0
r23_k_GeneSpecificScaling	r23_k_GeneSpecificScaling	log10	-3	5		1			0
r23_k_RPKM2protein	r23_k_RPKM2protein	log10	-3	5		1			0
r2311_k0	r2311_k0	log10	-3	5		1			0
r2312_k0	r2312_k0	log10	-3	5		1			0
r2313_k0	r2313_k0	log10	-3	5		1			0
r2314_k0	r2314_k0	log10	-3	5		1			0
r2320_kE3	r2320_kE3	log10	-3	5		1			0
r2320_kE2	r2320_kE2	log10	-3	5		1			0
r2320_kE1	r2320_kE1	log10	-3	5		1			0
r2321_kE3	r2321_kE3	log10	-3	5		1			0
r2321_kE2	r2321_kE2	log10	-3	5		1			0
r2321_kE1	r2321_kE1	log10	-3	5		1			0
r2322_kE3	r2322_kE3	log10	-3	5		1			0
r2322_kE2	r2322_kE2	log10	-3	5		1			0
r2322_kE1	r2322_kE1	log10	-3	5		1			0
r2323_k0	r2323_k0	log10	-3	5		1			0
r2324_k0	r2324_k0	log10	-3	5		1			0
r2325_k0	r2325_k0	log10	-3	5		1			0
r2326_k0	r2326_k0	log10	-3	5		1			0
r23261_k_GeneSpecificScaling	r23261_k_GeneSpecificScaling	log10	-3	5		1			0
r23261_k_RPKM2protein	r23261_k_RPKM2protein	log10	-3	5		1			0
r23262_k0	r23262_k0	log10	-3	5		1			0
r2327_k0	r2327_k0	log10	-3	5		1			0
r2328_k0	r2328_k0	log10	-3	5		1			0
r2329_k0	r2329_k0	log10	-3	5		1			0
r2330_k0	r2330_k0	log10	-3	5		1			0
r2331_k0	r2331_k0	log10	-3	5		1			0
r2332_k0	r2332_k0	log10	-3	5		1			0
r2333_k0	r2333_k0	log10	-3	5		1			0
r2334_k0	r2334_k0	log10	-3	5		1			0
r2335_k0	r2335_k0	log10	-3	5		1			0
r2336_k0	r2336_k0	log10	-3	5		1			0
r2337_k0	r2337_k0	log10	-3	5		1			0
r2338_k0	r2338_k0	log10	-3	5		1			0
r2339_k0	r2339_k0	log10	-3	5		1			0
r2340_k0	r2340_k0	log10	-3	5		1			0
r2341_k0	r2341_k0	log10	-3	5		1			0
r2342_k0	r2342_k0	log10	-3	5		1			0
r2343_k0	r2343_k0	log10	-3	5		1			0
r2344_k0	r2344_k0	log10	-3	5		1			0
r2345_k0	r2345_k0	log10	-3	5		1			0
r2346_k0	r2346_k0	log10	-3	5		1			0
r2348_kE3	r2348_kE3	log10	-3	5		1			0
r2348_kE2	r2348_kE2	log10	-3	5		1			0
r2348_kE1	r2348_kE1	log10	-3	5		1			0
r2349_kE3	r2349_kE3	log10	-3	5		1			0
r2349_kE2	r2349_kE2	log10	-3	5		1			0
r2349_kE1	r2349_kE1	log10	-3	5		1			0
r235_k0	r235_k0	log10	-3	5		1			0
r235_kd	r235_kd	log10	-3	5		1			0
r2350_kE3	r2350_kE3	log10	-3	5		1			0
r2350_kE2	r2350_kE2	log10	-3	5		1			0
r2350_kE1	r2350_kE1	log10	-3	5		1			0
r2355_kE3	r2355_kE3	log10	-3	5		1			0
r2355_kE2	r2355_kE2	log10	-3	5		1			0
r2355_kE1	r2355_kE1	log10	-3	5		1			0
r236_k0	r236_k0	log10	-3	5		1			0
r236_kd	r236_kd	log10	-3	5		1			0
r2364_k_GeneSpecificScaling	r2364_k_GeneSpecificScaling	log10	-3	5		1			0
r2364_k_RPKM2protein	r2364_k_RPKM2protein	log10	-3	5		1			0
r2365_k0	r2365_k0	log10	-3	5		1			0
r2366_k0	r2366_k0	log10	-3	5		1			0
r2367_k0	r2367_k0	log10	-3	5		1			0
r2367_kE1	r2367_kE1	log10	-3	5		1			0
r237_k0	r237_k0	log10	-3	5		1			0
r237_kd	r237_kd	log10	-3	5		1			0
r2373_k0	r2373_k0	log10	-3	5		1			0
r2375_k0	r2375_k0	log10	-3	5		1			0
r2377_k0	r2377_k0	log10	-3	5		1			0
r2379_k0	r2379_k0	log10	-3	5		1			0
r23811_k_GeneSpecificScaling	r23811_k_GeneSpecificScaling	log10	-3	5		1			0
r23811_k_RPKM2protein	r23811_k_RPKM2protein	log10	-3	5		1			0
r23812_k0	r23812_k0	log10	-3	5		1			0
r2384_k0	r2384_k0	log10	-3	5		1			0
r2387_k0	r2387_k0	log10	-3	5		1			0
r2389_k0	r2389_k0	log10	-3	5		1			0
r2391_k0	r2391_k0	log10	-3	5		1			0
r2394_k0	r2394_k0	log10	-3	5		1			0
r2395_k_GeneSpecificScaling	r2395_k_GeneSpecificScaling	log10	-3	5		1			0
r2395_k_RPKM2protein	r2395_k_RPKM2protein	log10	-3	5		1			0
r2396_k0	r2396_k0	log10	-3	5		1			0
r2398_k0	r2398_k0	log10	-3	5		1			0
r2399_k_GeneSpecificScaling	r2399_k_GeneSpecificScaling	log10	-3	5		1			0
r2399_k_RPKM2protein	r2399_k_RPKM2protein	log10	-3	5		1			0
r24_k0	r24_k0	log10	-3	5		1			0
r2400_k0	r2400_k0	log10	-3	5		1			0
r2402_k0	r2402_k0	log10	-3	5		1			0
r2403_k_GeneSpecificScaling	r2403_k_GeneSpecificScaling	log10	-3	5		1			0
r2403_k_RPKM2protein	r2403_k_RPKM2protein	log10	-3	5		1			0
r2404_k0	r2404_k0	log10	-3	5		1			0
r2406_k0	r2406_k0	log10	-3	5		1			0
r2409_k0	r2409_k0	log10	-3	5		1			0
r2410_k0	r2410_k0	log10	-3	5		1			0
r2411_k0	r2411_k0	log10	-3	5		1			0
r2412_k0	r2412_k0	log10	-3	5		1			0
r2413_k0	r2413_k0	log10	-3	5		1			0
r2414_k0	r2414_k0	log10	-3	5		1			0
r2415_k0	r2415_k0	log10	-3	5		1			0
r2418_k0	r2418_k0	log10	-3	5		1			0
r24231_k0	r24231_k0	log10	-3	5		1			0
r24231_kd	r24231_kd	log10	-3	5		1			0
r24239_k0	r24239_k0	log10	-3	5		1			0
r24240_k0	r24240_k0	log10	-3	5		1			0
r24241_k0	r24241_k0	log10	-3	5		1			0
r24242_k0	r24242_k0	log10	-3	5		1			0
r24243_k0	r24243_k0	log10	-3	5		1			0
r2442_k0	r2442_k0	log10	-3	5		1			0
r2447_kE1	r2447_kE1	log10	-3	5		1			0
r2448_k0	r2448_k0	log10	-3	5		1			0
r2449_k0	r2449_k0	log10	-3	5		1			0
r2451_k0	r2451_k0	log10	-3	5		1			0
r2452_k0	r2452_k0	log10	-3	5		1			0
r247_k_GeneSpecificScaling	r247_k_GeneSpecificScaling	log10	-3	5		1			0
r247_k_RPKM2protein	r247_k_RPKM2protein	log10	-3	5		1			0
r248_k0	r248_k0	log10	-3	5		1			0
r249_k0	r249_k0	log10	-3	5		1			0
r249_kd	r249_kd	log10	-3	5		1			0
r25_k_GeneSpecificScaling	r25_k_GeneSpecificScaling	log10	-3	5		1			0
r25_k_RPKM2protein	r25_k_RPKM2protein	log10	-3	5		1			0
r26_k0	r26_k0	log10	-3	5		1			0
r260_k_GeneSpecificScaling	r260_k_GeneSpecificScaling	log10	-3	5		1			0
r260_k_RPKM2protein	r260_k_RPKM2protein	log10	-3	5		1			0
r261_k0	r261_k0	log10	-3	5		1			0
r262_k0	r262_k0	log10	-3	5		1			0
r262_kd	r262_kd	log10	-3	5		1			0
r263_k0	r263_k0	log10	-3	5		1			0
r263_kE1	r263_kE1	log10	-3	5		1			0
r26436_k_GeneSpecificScaling	r26436_k_GeneSpecificScaling	log10	-3	5		1			0
r26436_k_RPKM2protein	r26436_k_RPKM2protein	log10	-3	5		1			0
r26437_k0	r26437_k0	log10	-3	5		1			0
r26438_k0	r26438_k0	log10	-3	5		1			0
r26438_kd	r26438_kd	log10	-3	5		1			0
r26439_k0	r26439_k0	log10	-3	5		1			0
r26439_kd	r26439_kd	log10	-3	5		1			0
r26440_k0	r26440_k0	log10	-3	5		1			0
r26440_kd	r26440_kd	log10	-3	5		1			0
r26441_k0	r26441_k0	log10	-3	5		1			0
r26441_kd	r26441_kd	log10	-3	5		1			0
r26442_k0	r26442_k0	log10	-3	5		1			0
r26442_kd	r26442_kd	log10	-3	5		1			0
r26443_k0	r26443_k0	log10	-3	5		1			0
r26443_kd	r26443_kd	log10	-3	5		1			0
r26444_k0	r26444_k0	log10	-3	5		1			0
r26445_k0	r26445_k0	log10	-3	5		1			0
r26446_k0	r26446_k0	log10	-3	5		1			0
r26447_k0	r26447_k0	log10	-3	5		1			0
r26448_k0	r26448_k0	log10	-3	5		1			0
r26450_kE3	r26450_kE3	log10	-3	5		1			0
r26450_kE2	r26450_kE2	log10	-3	5		1			0
r26450_kE1	r26450_kE1	log10	-3	5		1			0
r26451_kE1	r26451_kE1	log10	-3	5		1			0
r26451_kd	r26451_kd	log10	-3	5		1			0
r26452_kE1	r26452_kE1	log10	-3	5		1			0
r26452_kd	r26452_kd	log10	-3	5		1			0
r26453_kE1	r26453_kE1	log10	-3	5		1			0
r26453_kd	r26453_kd	log10	-3	5		1			0
r26454_k0	r26454_k0	log10	-3	5		1			0
r26455_kE1	r26455_kE1	log10	-3	5		1			0
r26456_k_GeneSpecificScaling	r26456_k_GeneSpecificScaling	log10	-3	5		1			0
r26456_k_RPKM2protein	r26456_k_RPKM2protein	log10	-3	5		1			0
r26457_k0	r26457_k0	log10	-3	5		1			0
r26458_k0	r26458_k0	log10	-3	5		1			0
r26458_kd	r26458_kd	log10	-3	5		1			0
r26459_k0	r26459_k0	log10	-3	5		1			0
r26459_kd	r26459_kd	log10	-3	5		1			0
r26460_k0	r26460_k0	log10	-3	5		1			0
r26460_kd	r26460_kd	log10	-3	5		1			0
r26461_k0	r26461_k0	log10	-3	5		1			0
r26461_kd	r26461_kd	log10	-3	5		1			0
r26462_k0	r26462_k0	log10	-3	5		1			0
r26462_kd	r26462_kd	log10	-3	5		1			0
r26463_kE1	r26463_kE1	log10	-3	5		1			0
r26463_kd	r26463_kd	log10	-3	5		1			0
r26464_kE1	r26464_kE1	log10	-3	5		1			0
r26464_kd	r26464_kd	log10	-3	5		1			0
r26465_kE1	r26465_kE1	log10	-3	5		1			0
r26466_kE1	r26466_kE1	log10	-3	5		1			0
r26466_kd	r26466_kd	log10	-3	5		1			0
r26467_k0	r26467_k0	log10	-3	5		1			0
r26468_k0	r26468_k0	log10	-3	5		1			0
r26469_k0	r26469_k0	log10	-3	5		1			0
r26470_k0	r26470_k0	log10	-3	5		1			0
r26471_k0	r26471_k0	log10	-3	5		1			0
r26472_k0	r26472_k0	log10	-3	5		1			0
r26473_k0	r26473_k0	log10	-3	5		1			0
r26473_kd	r26473_kd	log10	-3	5		1			0
r26475_kE3	r26475_kE3	log10	-3	5		1			0
r26475_kE2	r26475_kE2	log10	-3	5		1			0
r26475_kE1	r26475_kE1	log10	-3	5		1			0
r26480_k_GeneSpecificScaling	r26480_k_GeneSpecificScaling	log10	-3	5		1			0
r26480_k_RPKM2protein	r26480_k_RPKM2protein	log10	-3	5		1			0
r26481_k0	r26481_k0	log10	-3	5		1			0
r26482_k0	r26482_k0	log10	-3	5		1			0
r26482_kd	r26482_kd	log10	-3	5		1			0
r26483_k0	r26483_k0	log10	-3	5		1			0
r26483_kd	r26483_kd	log10	-3	5		1			0
r26484_k0	r26484_k0	log10	-3	5		1			0
r26484_kd	r26484_kd	log10	-3	5		1			0
r26485_k0	r26485_k0	log10	-3	5		1			0
r26485_kd	r26485_kd	log10	-3	5		1			0
r26486_k0	r26486_k0	log10	-3	5		1			0
r26486_kd	r26486_kd	log10	-3	5		1			0
r26487_kE1	r26487_kE1	log10	-3	5		1			0
r26487_kd	r26487_kd	log10	-3	5		1			0
r26488_kE1	r26488_kE1	log10	-3	5		1			0
r26488_kd	r26488_kd	log10	-3	5		1			0
r26489_kE1	r26489_kE1	log10	-3	5		1			0
r26490_kE1	r26490_kE1	log10	-3	5		1			0
r26490_kd	r26490_kd	log10	-3	5		1			0
r26491_k0	r26491_k0	log10	-3	5		1			0
r26492_k0	r26492_k0	log10	-3	5		1			0
r26493_k0	r26493_k0	log10	-3	5		1			0
r26494_k0	r26494_k0	log10	-3	5		1			0
r26495_k0	r26495_k0	log10	-3	5		1			0
r26496_k0	r26496_k0	log10	-3	5		1			0
r26497_kE3	r26497_kE3	log10	-3	5		1			0
r26497_kE2	r26497_kE2	log10	-3	5		1			0
r26497_kE1	r26497_kE1	log10	-3	5		1			0
r26499_k0	r26499_k0	log10	-3	5		1			0
r26499_kd	r26499_kd	log10	-3	5		1			0
r26500_k_GeneSpecificScaling	r26500_k_GeneSpecificScaling	log10	-3	5		1			0
r26500_k_RPKM2protein	r26500_k_RPKM2protein	log10	-3	5		1			0
r26501_k0	r26501_k0	log10	-3	5		1			0
r26502_k0	r26502_k0	log10	-3	5		1			0
r26502_kd	r26502_kd	log10	-3	5		1			0
r26503_k0	r26503_k0	log10	-3	5		1			0
r26503_kd	r26503_kd	log10	-3	5		1			0
r26504_k0	r26504_k0	log10	-3	5		1			0
r26504_kd	r26504_kd	log10	-3	5		1			0
r26505_k0	r26505_k0	log10	-3	5		1			0
r26505_kd	r26505_kd	log10	-3	5		1			0
r26506_k0	r26506_k0	log10	-3	5		1			0
r26506_kd	r26506_kd	log10	-3	5		1			0
r26507_kE1	r26507_kE1	log10	-3	5		1			0
r26507_kd	r26507_kd	log10	-3	5		1			0
r26508_kE1	r26508_kE1	log10	-3	5		1			0
r26508_kd	r26508_kd	log10	-3	5		1			0
r26509_kE1	r26509_kE1	log10	-3	5		1			0
r26510_kE1	r26510_kE1	log10	-3	5		1			0
r26510_kd	r26510_kd	log10	-3	5		1			0
r26511_k0	r26511_k0	log10	-3	5		1			0
r26512_k0	r26512_k0	log10	-3	5		1			0
r26513_k0	r26513_k0	log10	-3	5		1			0
r26514_k0	r26514_k0	log10	-3	5		1			0
r26515_k0	r26515_k0	log10	-3	5		1			0
r26516_k0	r26516_k0	log10	-3	5		1			0
r26517_kE3	r26517_kE3	log10	-3	5		1			0
r26517_kE2	r26517_kE2	log10	-3	5		1			0
r26517_kE1	r26517_kE1	log10	-3	5		1			0
r26519_k0	r26519_k0	log10	-3	5		1			0
r26519_kd	r26519_kd	log10	-3	5		1			0
r26542_k_GeneSpecificScaling	r26542_k_GeneSpecificScaling	log10	-3	5		1			0
r26542_k_RPKM2protein	r26542_k_RPKM2protein	log10	-3	5		1			0
r26543_k0	r26543_k0	log10	-3	5		1			0
r26544_k0	r26544_k0	log10	-3	5		1			0
r26544_kd	r26544_kd	log10	-3	5		1			0
r26545_k0	r26545_k0	log10	-3	5		1			0
r26545_kd	r26545_kd	log10	-3	5		1			0
r26546_k0	r26546_k0	log10	-3	5		1			0
r26546_kd	r26546_kd	log10	-3	5		1			0
r26547_k0	r26547_k0	log10	-3	5		1			0
r26547_kd	r26547_kd	log10	-3	5		1			0
r26548_k0	r26548_k0	log10	-3	5		1			0
r26548_kd	r26548_kd	log10	-3	5		1			0
r26549_k0	r26549_k0	log10	-3	5		1			0
r26550_k0	r26550_k0	log10	-3	5		1			0
r26551_k0	r26551_k0	log10	-3	5		1			0
r26552_k0	r26552_k0	log10	-3	5		1			0
r26553_k0	r26553_k0	log10	-3	5		1			0
r26554_k0	r26554_k0	log10	-3	5		1			0
r26555_k0	r26555_k0	log10	-3	5		1			0
r26555_kd	r26555_kd	log10	-3	5		1			0
r26557_kE3	r26557_kE3	log10	-3	5		1			0
r26557_kE2	r26557_kE2	log10	-3	5		1			0
r26557_kE1	r26557_kE1	log10	-3	5		1			0
r26558_kE1	r26558_kE1	log10	-3	5		1			0
r26558_kd	r26558_kd	log10	-3	5		1			0
r26559_kE1	r26559_kE1	log10	-3	5		1			0
r26559_kd	r26559_kd	log10	-3	5		1			0
r26560_kE1	r26560_kE1	log10	-3	5		1			0
r26560_kd	r26560_kd	log10	-3	5		1			0
r26561_kE1	r26561_kE1	log10	-3	5		1			0
r26561_kd	r26561_kd	log10	-3	5		1			0
r26562_k_GeneSpecificScaling	r26562_k_GeneSpecificScaling	log10	-3	5		1			0
r26562_k_RPKM2protein	r26562_k_RPKM2protein	log10	-3	5		1			0
r26563_k0	r26563_k0	log10	-3	5		1			0
r26564_k0	r26564_k0	log10	-3	5		1			0
r26564_kd	r26564_kd	log10	-3	5		1			0
r26565_k0	r26565_k0	log10	-3	5		1			0
r26565_kd	r26565_kd	log10	-3	5		1			0
r26566_k0	r26566_k0	log10	-3	5		1			0
r26566_kd	r26566_kd	log10	-3	5		1			0
r26567_k0	r26567_k0	log10	-3	5		1			0
r26567_kd	r26567_kd	log10	-3	5		1			0
r26568_k0	r26568_k0	log10	-3	5		1			0
r26568_kd	r26568_kd	log10	-3	5		1			0
r26569_kE1	r26569_kE1	log10	-3	5		1			0
r26569_kd	r26569_kd	log10	-3	5		1			0
r26570_kE1	r26570_kE1	log10	-3	5		1			0
r26570_kd	r26570_kd	log10	-3	5		1			0
r26571_kE1	r26571_kE1	log10	-3	5		1			0
r26571_kd	r26571_kd	log10	-3	5		1			0
r26572_kE1	r26572_kE1	log10	-3	5		1			0
r26572_kd	r26572_kd	log10	-3	5		1			0
r26573_k0	r26573_k0	log10	-3	5		1			0
r26574_k0	r26574_k0	log10	-3	5		1			0
r26575_k0	r26575_k0	log10	-3	5		1			0
r26576_k0	r26576_k0	log10	-3	5		1			0
r26577_k0	r26577_k0	log10	-3	5		1			0
r26578_k0	r26578_k0	log10	-3	5		1			0
r26579_kE3	r26579_kE3	log10	-3	5		1			0
r26579_kE2	r26579_kE2	log10	-3	5		1			0
r26579_kE1	r26579_kE1	log10	-3	5		1			0
r26581_k0	r26581_k0	log10	-3	5		1			0
r26581_kd	r26581_kd	log10	-3	5		1			0
r26582_k_GeneSpecificScaling	r26582_k_GeneSpecificScaling	log10	-3	5		1			0
r26582_k_RPKM2protein	r26582_k_RPKM2protein	log10	-3	5		1			0
r26583_k0	r26583_k0	log10	-3	5		1			0
r26584_k0	r26584_k0	log10	-3	5		1			0
r26584_kd	r26584_kd	log10	-3	5		1			0
r26585_k0	r26585_k0	log10	-3	5		1			0
r26585_kd	r26585_kd	log10	-3	5		1			0
r26586_k0	r26586_k0	log10	-3	5		1			0
r26586_kd	r26586_kd	log10	-3	5		1			0
r26587_k0	r26587_k0	log10	-3	5		1			0
r26587_kd	r26587_kd	log10	-3	5		1			0
r26588_k0	r26588_k0	log10	-3	5		1			0
r26588_kd	r26588_kd	log10	-3	5		1			0
r26589_kE1	r26589_kE1	log10	-3	5		1			0
r26589_kd	r26589_kd	log10	-3	5		1			0
r26590_k0	r26590_k0	log10	-3	5		1			0
r26591_k0	r26591_k0	log10	-3	5		1			0
r26592_k0	r26592_k0	log10	-3	5		1			0
r26593_k0	r26593_k0	log10	-3	5		1			0
r26594_k0	r26594_k0	log10	-3	5		1			0
r26595_k0	r26595_k0	log10	-3	5		1			0
r26596_kE3	r26596_kE3	log10	-3	5		1			0
r26596_kE2	r26596_kE2	log10	-3	5		1			0
r26596_kE1	r26596_kE1	log10	-3	5		1			0
r26598_kE1	r26598_kE1	log10	-3	5		1			0
r26598_kd	r26598_kd	log10	-3	5		1			0
r26599_kE1	r26599_kE1	log10	-3	5		1			0
r26599_kd	r26599_kd	log10	-3	5		1			0
r26600_kE1	r26600_kE1	log10	-3	5		1			0
r26600_kd	r26600_kd	log10	-3	5		1			0
r26601_k0	r26601_k0	log10	-3	5		1			0
r26601_kd	r26601_kd	log10	-3	5		1			0
r26602_k_GeneSpecificScaling	r26602_k_GeneSpecificScaling	log10	-3	5		1			0
r26602_k_RPKM2protein	r26602_k_RPKM2protein	log10	-3	5		1			0
r26603_k0	r26603_k0	log10	-3	5		1			0
r26604_k0	r26604_k0	log10	-3	5		1			0
