parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization
p_r_17861_kE11	p_r_17861_kE11	log10	-3	5	1.0	1			0
p_r_17861_kE10	p_r_17861_kE10	log10	-3	5	1.0	1			0
p_r_17861_kE17	p_r_17861_kE17	log10	-3	5	1.0	1			0
p_r_17861_kE16	p_r_17861_kE16	log10	-3	5	1.0	1			0
p_r_17861_kE15	p_r_17861_kE15	log10	-3	5	1.0	1			0
p_r_17861_kE14	p_r_17861_kE14	log10	-3	5	1.0	1			0
p_r_17861_kE9	p_r_17861_kE9	log10	-3	5	1.0	1			0
p_r_17861_kE8	p_r_17861_kE8	log10	-3	5	1.0	1			0
p_r_17861_kE7	p_r_17861_kE7	log10	-3	5	1.0	1			0
p_r_17861_kE6	p_r_17861_kE6	log10	-3	5	1.0	1			0
p_r_17861_kE5	p_r_17861_kE5	log10	-3	5	1.0	1			0
p_r_17861_kE4	p_r_17861_kE4	log10	-3	5	1.0	1			0
p_r_17861_kE3	p_r_17861_kE3	log10	-3	5	1.0	1			0
p_r_17861_kE2	p_r_17861_kE2	log10	-3	5	1.0	1			0
p_r_17861_kE1	p_r_17861_kE1	log10	-3	5	1.0	1			0
p_r_17862_kE13	p_r_17862_kE13	log10	-3	5	1.0	1			0
p_r_17862_kE12	p_r_17862_kE12	log10	-3	5	1.0	1			0
p_r_17862_kE11	p_r_17862_kE11	log10	-3	5	1.0	1			0
p_r_17862_kE10	p_r_17862_kE10	log10	-3	5	1.0	1			0
p_r_17862_kE16	p_r_17862_kE16	log10	-3	5	1.0	1			0
p_r_17862_kE15	p_r_17862_kE15	log10	-3	5	1.0	1			0
p_r_17862_kE14	p_r_17862_kE14	log10	-3	5	1.0	1			0
p_r_17862_kE9	p_r_17862_kE9	log10	-3	5	1.0	1			0
p_r_17862_kE8	p_r_17862_kE8	log10	-3	5	1.0	1			0
p_r_17862_kE7	p_r_17862_kE7	log10	-3	5	1.0	1			0
p_r_17862_kE6	p_r_17862_kE6	log10	-3	5	1.0	1			0
p_r_17862_kE5	p_r_17862_kE5	log10	-3	5	1.0	1			0
p_r_17862_kE4	p_r_17862_kE4	log10	-3	5	1.0	1			0
p_r_17862_kE3	p_r_17862_kE3	log10	-3	5	1.0	1			0
p_r_17862_kE2	p_r_17862_kE2	log10	-3	5	1.0	1			0
p_r_17862_kE1	p_r_17862_kE1	log10	-3	5	1.0	1			0
p_r_17863_kE13	p_r_17863_kE13	log10	-3	5	1.0	1			0
p_r_17863_kE12	p_r_17863_kE12	log10	-3	5	1.0	1			0
p_r_17863_kE11	p_r_17863_kE11	log10	-3	5	1.0	1			0
p_r_17863_kE10	p_r_17863_kE10	log10	-3	5	1.0	1			0
p_r_17863_kE16	p_r_17863_kE16	log10	-3	5	1.0	1			0
p_r_17863_kE15	p_r_17863_kE15	log10	-3	5	1.0	1			0
p_r_17863_kE14	p_r_17863_kE14	log10	-3	5	1.0	1			0
p_r_17863_kE9	p_r_17863_kE9	log10	-3	5	1.0	1			0
p_r_17863_kE8	p_r_17863_kE8	log10	-3	5	1.0	1			0
p_r_17863_kE7	p_r_17863_kE7	log10	-3	5	1.0	1			0
p_r_17863_kE6	p_r_17863_kE6	log10	-3	5	1.0	1			0
p_r_17863_kE5	p_r_17863_kE5	log10	-3	5	1.0	1			0
p_r_17863_kE4	p_r_17863_kE4	log10	-3	5	1.0	1			0
p_r_17863_kE3	p_r_17863_kE3	log10	-3	5	1.0	1			0
p_r_17863_kE2	p_r_17863_kE2	log10	-3	5	1.0	1			0
p_r_17863_kE1	p_r_17863_kE1	log10	-3	5	1.0	1			0
p_r_17864_kE13	p_r_17864_kE13	log10	-3	5	1.0	1			0
p_r_17864_kE12	p_r_17864_kE12	log10	-3	5	1.0	1			0
p_r_17864_kE11	p_r_17864_kE11	log10	-3	5	1.0	1			0
p_r_17864_kE10	p_r_17864_kE10	log10	-3	5	1.0	1			0
p_r_17864_kE16	p_r_17864_kE16	log10	-3	5	1.0	1			0
p_r_17864_kE15	p_r_17864_kE15	log10	-3	5	1.0	1			0
p_r_17864_kE14	p_r_17864_kE14	log10	-3	5	1.0	1			0
p_r_17864_kE9	p_r_17864_kE9	log10	-3	5	1.0	1			0
p_r_17864_kE8	p_r_17864_kE8	log10	-3	5	1.0	1			0
p_r_17864_kE7	p_r_17864_kE7	log10	-3	5	1.0	1			0
p_r_17864_kE6	p_r_17864_kE6	log10	-3	5	1.0	1			0
p_r_17864_kE5	p_r_17864_kE5	log10	-3	5	1.0	1			0
p_r_17864_kE4	p_r_17864_kE4	log10	-3	5	1.0	1			0
p_r_17864_kE3	p_r_17864_kE3	log10	-3	5	1.0	1			0
p_r_17864_kE2	p_r_17864_kE2	log10	-3	5	1.0	1			0
p_r_17864_kE1	p_r_17864_kE1	log10	-3	5	1.0	1			0
p_r_17865_kE13	p_r_17865_kE13	log10	-3	5	1.0	1			0
p_r_17865_kE12	p_r_17865_kE12	log10	-3	5	1.0	1			0
p_r_17865_kE11	p_r_17865_kE11	log10	-3	5	1.0	1			0
p_r_17865_kE10	p_r_17865_kE10	log10	-3	5	1.0	1			0
p_r_17865_kE16	p_r_17865_kE16	log10	-3	5	1.0	1			0
p_r_17865_kE15	p_r_17865_kE15	log10	-3	5	1.0	1			0
p_r_17865_kE14	p_r_17865_kE14	log10	-3	5	1.0	1			0
p_r_17865_kE9	p_r_17865_kE9	log10	-3	5	1.0	1			0
p_r_17865_kE8	p_r_17865_kE8	log10	-3	5	1.0	1			0
p_r_17865_kE7	p_r_17865_kE7	log10	-3	5	1.0	1			0
p_r_17865_kE6	p_r_17865_kE6	log10	-3	5	1.0	1			0
p_r_17865_kE5	p_r_17865_kE5	log10	-3	5	1.0	1			0
p_r_17865_kE4	p_r_17865_kE4	log10	-3	5	1.0	1			0
p_r_17865_kE3	p_r_17865_kE3	log10	-3	5	1.0	1			0
p_r_17865_kE2	p_r_17865_kE2	log10	-3	5	1.0	1			0
p_r_17865_kE1	p_r_17865_kE1	log10	-3	5	1.0	1			0
p_r_17866_kE13	p_r_17866_kE13	log10	-3	5	1.0	1			0
p_r_17866_kE12	p_r_17866_kE12	log10	-3	5	1.0	1			0
p_r_17866_kE11	p_r_17866_kE11	log10	-3	5	1.0	1			0
p_r_17866_kE10	p_r_17866_kE10	log10	-3	5	1.0	1			0
p_r_17866_kE16	p_r_17866_kE16	log10	-3	5	1.0	1			0
p_r_17866_kE15	p_r_17866_kE15	log10	-3	5	1.0	1			0
p_r_17866_kE14	p_r_17866_kE14	log10	-3	5	1.0	1			0
p_r_17866_kE9	p_r_17866_kE9	log10	-3	5	1.0	1			0
p_r_17866_kE8	p_r_17866_kE8	log10	-3	5	1.0	1			0
p_r_17866_kE7	p_r_17866_kE7	log10	-3	5	1.0	1			0
p_r_17866_kE6	p_r_17866_kE6	log10	-3	5	1.0	1			0
p_r_17866_kE5	p_r_17866_kE5	log10	-3	5	1.0	1			0
p_r_17866_kE4	p_r_17866_kE4	log10	-3	5	1.0	1			0
p_r_17866_kE3	p_r_17866_kE3	log10	-3	5	1.0	1			0
p_r_17866_kE2	p_r_17866_kE2	log10	-3	5	1.0	1			0
p_r_17866_kE1	p_r_17866_kE1	log10	-3	5	1.0	1			0
p_r_17867_kE13	p_r_17867_kE13	log10	-3	5	1.0	1			0
p_r_17867_kE12	p_r_17867_kE12	log10	-3	5	1.0	1			0
p_r_17867_kE11	p_r_17867_kE11	log10	-3	5	1.0	1			0
p_r_17867_kE10	p_r_17867_kE10	log10	-3	5	1.0	1			0
p_r_17867_kE16	p_r_17867_kE16	log10	-3	5	1.0	1			0
p_r_17867_kE15	p_r_17867_kE15	log10	-3	5	1.0	1			0
p_r_17867_kE14	p_r_17867_kE14	log10	-3	5	1.0	1			0
p_r_17867_kE9	p_r_17867_kE9	log10	-3	5	1.0	1			0
p_r_17867_kE8	p_r_17867_kE8	log10	-3	5	1.0	1			0
p_r_17867_kE7	p_r_17867_kE7	log10	-3	5	1.0	1			0
p_r_17867_kE6	p_r_17867_kE6	log10	-3	5	1.0	1			0
p_r_17867_kE5	p_r_17867_kE5	log10	-3	5	1.0	1			0
p_r_17867_kE4	p_r_17867_kE4	log10	-3	5	1.0	1			0
p_r_17867_kE3	p_r_17867_kE3	log10	-3	5	1.0	1			0
p_r_17867_kE2	p_r_17867_kE2	log10	-3	5	1.0	1			0
p_r_17867_kE1	p_r_17867_kE1	log10	-3	5	1.0	1			0
p_r_18_k0	p_r_18_k0	log10	-3	5	1.0	1			0
p_r_18066_k0	p_r_18066_k0	log10	-3	5	1.0	1			0
p_r_18067_k0	p_r_18067_k0	log10	-3	5	1.0	1			0
p_r_18067_kE1	p_r_18067_kE1	log10	-3	5	1.0	1			0
p_r_1829_k0	p_r_1829_k0	log10	-3	5	1.0	1			0
p_r_185_k_GeneSpecificScaling	p_r_185_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_18525_k_GeneSpecificScaling	p_r_18525_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_18526_k0	p_r_18526_k0	log10	-3	5	1.0	1			0
p_r_18527_k_GeneSpecificScaling	p_r_18527_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_18528_k0	p_r_18528_k0	log10	-3	5	1.0	1			0
p_r_18529_k0	p_r_18529_k0	log10	-3	5	1.0	1			0
p_r_18529_kd	p_r_18529_kd	log10	-3	5	1.0	1			0
p_r_18530_k0	p_r_18530_k0	log10	-3	5	1.0	1			0
p_r_18530_kd	p_r_18530_kd	log10	-3	5	1.0	1			0
p_r_18531_k0	p_r_18531_k0	log10	-3	5	1.0	1			0
p_r_18532_k0	p_r_18532_k0	log10	-3	5	1.0	1			0
p_r_18533_k0	p_r_18533_k0	log10	-3	5	1.0	1			0
p_r_18533_kd	p_r_18533_kd	log10	-3	5	1.0	1			0
p_r_18534_k0	p_r_18534_k0	log10	-3	5	1.0	1			0
p_r_18534_kd	p_r_18534_kd	log10	-3	5	1.0	1			0
p_r_18535_k0	p_r_18535_k0	log10	-3	5	1.0	1			0
p_r_18536_k0	p_r_18536_k0	log10	-3	5	1.0	1			0
p_r_18540_k_GeneSpecificScaling	p_r_18540_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_18541_k0	p_r_18541_k0	log10	-3	5	1.0	1			0
p_r_18542_k0	p_r_18542_k0	log10	-3	5	1.0	1			0
p_r_18542_kd	p_r_18542_kd	log10	-3	5	1.0	1			0
p_r_18543_k0	p_r_18543_k0	log10	-3	5	1.0	1			0
p_r_18544_k0	p_r_18544_k0	log10	-3	5	1.0	1			0
p_r_18544_kd	p_r_18544_kd	log10	-3	5	1.0	1			0
p_r_18545_k0	p_r_18545_k0	log10	-3	5	1.0	1			0
p_r_18546_k0	p_r_18546_k0	log10	-3	5	1.0	1			0
p_r_18546_kE6	p_r_18546_kE6	log10	-3	5	1.0	1			0
p_r_18546_kE5	p_r_18546_kE5	log10	-3	5	1.0	1			0
p_r_18546_kE4	p_r_18546_kE4	log10	-3	5	1.0	1			0
p_r_18546_kE3	p_r_18546_kE3	log10	-3	5	1.0	1			0
p_r_18546_kE2	p_r_18546_kE2	log10	-3	5	1.0	1			0
p_r_18546_kE1	p_r_18546_kE1	log10	-3	5	1.0	1			0
p_r_18547_k0	p_r_18547_k0	log10	-3	5	1.0	1			0
p_r_18547_kE6	p_r_18547_kE6	log10	-3	5	1.0	1			0
p_r_18547_kE5	p_r_18547_kE5	log10	-3	5	1.0	1			0
p_r_18547_kE4	p_r_18547_kE4	log10	-3	5	1.0	1			0
p_r_18547_kE3	p_r_18547_kE3	log10	-3	5	1.0	1			0
p_r_18547_kE2	p_r_18547_kE2	log10	-3	5	1.0	1			0
p_r_18547_kE1	p_r_18547_kE1	log10	-3	5	1.0	1			0
p_r_18548_k0	p_r_18548_k0	log10	-3	5	1.0	1			0
p_r_18548_kE6	p_r_18548_kE6	log10	-3	5	1.0	1			0
p_r_18548_kE5	p_r_18548_kE5	log10	-3	5	1.0	1			0
p_r_18548_kE4	p_r_18548_kE4	log10	-3	5	1.0	1			0
p_r_18548_kE3	p_r_18548_kE3	log10	-3	5	1.0	1			0
p_r_18548_kE2	p_r_18548_kE2	log10	-3	5	1.0	1			0
p_r_18548_kE1	p_r_18548_kE1	log10	-3	5	1.0	1			0
p_r_186_k0	p_r_186_k0	log10	-3	5	1.0	1			0
p_r_187_k_GeneSpecificScaling	p_r_187_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_1878_k_GeneSpecificScaling	p_r_1878_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_1879_k0	p_r_1879_k0	log10	-3	5	1.0	1			0
p_r_188_k0	p_r_188_k0	log10	-3	5	1.0	1			0
p_r_1880_k_GeneSpecificScaling	p_r_1880_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_1881_k0	p_r_1881_k0	log10	-3	5	1.0	1			0
p_r_189_k_GeneSpecificScaling	p_r_189_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_19_k_GeneSpecificScaling	p_r_19_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_190_k0	p_r_190_k0	log10	-3	5	1.0	1			0
p_r_1918_k0	p_r_1918_k0	log10	-3	5	1.0	1			0
p_r_1918_kd	p_r_1918_kd	log10	-3	5	1.0	1			0
p_r_193_k_GeneSpecificScaling	p_r_193_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_194_k0	p_r_194_k0	log10	-3	5	1.0	1			0
p_r_19741_k_GeneSpecificScaling	p_r_19741_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_19742_k0	p_r_19742_k0	log10	-3	5	1.0	1			0
p_r_19744_k0	p_r_19744_k0	log10	-3	5	1.0	1			0
p_r_19744_kd	p_r_19744_kd	log10	-3	5	1.0	1			0
p_r_19745_k0	p_r_19745_k0	log10	-3	5	1.0	1			0
p_r_19745_kd	p_r_19745_kd	log10	-3	5	1.0	1			0
p_r_19746_k0	p_r_19746_k0	log10	-3	5	1.0	1			0
p_r_19746_kd	p_r_19746_kd	log10	-3	5	1.0	1			0
p_r_19747_k0	p_r_19747_k0	log10	-3	5	1.0	1			0
p_r_19747_kd	p_r_19747_kd	log10	-3	5	1.0	1			0
p_r_19748_k0	p_r_19748_k0	log10	-3	5	1.0	1			0
p_r_19748_kd	p_r_19748_kd	log10	-3	5	1.0	1			0
p_r_19749_k0	p_r_19749_k0	log10	-3	5	1.0	1			0
p_r_19749_kd	p_r_19749_kd	log10	-3	5	1.0	1			0
p_r_19750_kE1	p_r_19750_kE1	log10	-3	5	1.0	1			0
p_r_19750_kd	p_r_19750_kd	log10	-3	5	1.0	1			0
p_r_19751_k0	p_r_19751_k0	log10	-3	5	1.0	1			0
p_r_19752_k0	p_r_19752_k0	log10	-3	5	1.0	1			0
p_r_19753_k0	p_r_19753_k0	log10	-3	5	1.0	1			0
p_r_19754_k0	p_r_19754_k0	log10	-3	5	1.0	1			0
p_r_19755_k0	p_r_19755_k0	log10	-3	5	1.0	1			0
p_r_19756_k0	p_r_19756_k0	log10	-3	5	1.0	1			0
p_r_19757_k0	p_r_19757_k0	log10	-3	5	1.0	1			0
p_r_19758_kE1	p_r_19758_kE1	log10	-3	5	1.0	1			0
p_r_19759_kE3	p_r_19759_kE3	log10	-3	5	1.0	1			0
p_r_19759_kE2	p_r_19759_kE2	log10	-3	5	1.0	1			0
p_r_19759_kE1	p_r_19759_kE1	log10	-3	5	1.0	1			0
p_r_19761_kE1	p_r_19761_kE1	log10	-3	5	1.0	1			0
p_r_19761_kd	p_r_19761_kd	log10	-3	5	1.0	1			0
p_r_19762_kE1	p_r_19762_kE1	log10	-3	5	1.0	1			0
p_r_19762_kd	p_r_19762_kd	log10	-3	5	1.0	1			0
p_r_19763_kE1	p_r_19763_kE1	log10	-3	5	1.0	1			0
p_r_19763_kd	p_r_19763_kd	log10	-3	5	1.0	1			0
p_r_19764_k0	p_r_19764_k0	log10	-3	5	1.0	1			0
p_r_19764_kd	p_r_19764_kd	log10	-3	5	1.0	1			0
p_r_2_k0	p_r_2_k0	log10	-3	5	1.0	1			0
p_r_20_k0	p_r_20_k0	log10	-3	5	1.0	1			0
p_r_21_k_GeneSpecificScaling	p_r_21_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2149_k0	p_r_2149_k0	log10	-3	5	1.0	1			0
p_r_215_k_GeneSpecificScaling	p_r_215_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2150_k0	p_r_2150_k0	log10	-3	5	1.0	1			0
p_r_2151_k0	p_r_2151_k0	log10	-3	5	1.0	1			0
p_r_2152_k0	p_r_2152_k0	log10	-3	5	1.0	1			0
p_r_2153_k0	p_r_2153_k0	log10	-3	5	1.0	1			0
p_r_2155_k0	p_r_2155_k0	log10	-3	5	1.0	1			0
p_r_2156_k0	p_r_2156_k0	log10	-3	5	1.0	1			0
p_r_2157_k0	p_r_2157_k0	log10	-3	5	1.0	1			0
p_r_2159_k0	p_r_2159_k0	log10	-3	5	1.0	1			0
p_r_216_k0	p_r_216_k0	log10	-3	5	1.0	1			0
p_r_2160_k0	p_r_2160_k0	log10	-3	5	1.0	1			0
p_r_2161_k0	p_r_2161_k0	log10	-3	5	1.0	1			0
p_r_2162_k0	p_r_2162_k0	log10	-3	5	1.0	1			0
p_r_2163_k0	p_r_2163_k0	log10	-3	5	1.0	1			0
p_r_2164_k0	p_r_2164_k0	log10	-3	5	1.0	1			0
p_r_217_k_GeneSpecificScaling	p_r_217_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_218_k0	p_r_218_k0	log10	-3	5	1.0	1			0
p_r_219_k0	p_r_219_k0	log10	-3	5	1.0	1			0
p_r_219_kd	p_r_219_kd	log10	-3	5	1.0	1			0
p_r_22_k0	p_r_22_k0	log10	-3	5	1.0	1			0
p_r_220_k0	p_r_220_k0	log10	-3	5	1.0	1			0
p_r_220_kd	p_r_220_kd	log10	-3	5	1.0	1			0
p_r_221_k0	p_r_221_k0	log10	-3	5	1.0	1			0
p_r_221_kd	p_r_221_kd	log10	-3	5	1.0	1			0
p_r_223_k0	p_r_223_k0	log10	-3	5	1.0	1			0
p_r_223_kd	p_r_223_kd	log10	-3	5	1.0	1			0
p_r_224_k0	p_r_224_k0	log10	-3	5	1.0	1			0
p_r_224_kd	p_r_224_kd	log10	-3	5	1.0	1			0
p_r_225_k0	p_r_225_k0	log10	-3	5	1.0	1			0
p_r_225_kd	p_r_225_kd	log10	-3	5	1.0	1			0
p_r_227_k0	p_r_227_k0	log10	-3	5	1.0	1			0
p_r_227_kd	p_r_227_kd	log10	-3	5	1.0	1			0
p_r_23_k_GeneSpecificScaling	p_r_23_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2311_k0	p_r_2311_k0	log10	-3	5	1.0	1			0
p_r_2312_k0	p_r_2312_k0	log10	-3	5	1.0	1			0
p_r_2313_k0	p_r_2313_k0	log10	-3	5	1.0	1			0
p_r_2314_k0	p_r_2314_k0	log10	-3	5	1.0	1			0
p_r_2320_kE3	p_r_2320_kE3	log10	-3	5	1.0	1			0
p_r_2320_kE2	p_r_2320_kE2	log10	-3	5	1.0	1			0
p_r_2320_kE1	p_r_2320_kE1	log10	-3	5	1.0	1			0
p_r_2321_kE3	p_r_2321_kE3	log10	-3	5	1.0	1			0
p_r_2321_kE2	p_r_2321_kE2	log10	-3	5	1.0	1			0
p_r_2321_kE1	p_r_2321_kE1	log10	-3	5	1.0	1			0
p_r_2322_kE3	p_r_2322_kE3	log10	-3	5	1.0	1			0
p_r_2322_kE2	p_r_2322_kE2	log10	-3	5	1.0	1			0
p_r_2322_kE1	p_r_2322_kE1	log10	-3	5	1.0	1			0
p_r_2323_k0	p_r_2323_k0	log10	-3	5	1.0	1			0
p_r_2324_k0	p_r_2324_k0	log10	-3	5	1.0	1			0
p_r_2325_k0	p_r_2325_k0	log10	-3	5	1.0	1			0
p_r_2326_k0	p_r_2326_k0	log10	-3	5	1.0	1			0
p_r_23261_k_GeneSpecificScaling	p_r_23261_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_23262_k0	p_r_23262_k0	log10	-3	5	1.0	1			0
p_r_2327_k0	p_r_2327_k0	log10	-3	5	1.0	1			0
p_r_2328_k0	p_r_2328_k0	log10	-3	5	1.0	1			0
p_r_2329_k0	p_r_2329_k0	log10	-3	5	1.0	1			0
p_r_2330_k0	p_r_2330_k0	log10	-3	5	1.0	1			0
p_r_2331_k0	p_r_2331_k0	log10	-3	5	1.0	1			0
p_r_2332_k0	p_r_2332_k0	log10	-3	5	1.0	1			0
p_r_2333_k0	p_r_2333_k0	log10	-3	5	1.0	1			0
p_r_2334_k0	p_r_2334_k0	log10	-3	5	1.0	1			0
p_r_2335_k0	p_r_2335_k0	log10	-3	5	1.0	1			0
p_r_2336_k0	p_r_2336_k0	log10	-3	5	1.0	1			0
p_r_2337_k0	p_r_2337_k0	log10	-3	5	1.0	1			0
p_r_2338_k0	p_r_2338_k0	log10	-3	5	1.0	1			0
p_r_2339_k0	p_r_2339_k0	log10	-3	5	1.0	1			0
p_r_2340_k0	p_r_2340_k0	log10	-3	5	1.0	1			0
p_r_2341_k0	p_r_2341_k0	log10	-3	5	1.0	1			0
p_r_2342_k0	p_r_2342_k0	log10	-3	5	1.0	1			0
p_r_2343_k0	p_r_2343_k0	log10	-3	5	1.0	1			0
p_r_2344_k0	p_r_2344_k0	log10	-3	5	1.0	1			0
p_r_2345_k0	p_r_2345_k0	log10	-3	5	1.0	1			0
p_r_2346_k0	p_r_2346_k0	log10	-3	5	1.0	1			0
p_r_2348_kE3	p_r_2348_kE3	log10	-3	5	1.0	1			0
p_r_2348_kE2	p_r_2348_kE2	log10	-3	5	1.0	1			0
p_r_2348_kE1	p_r_2348_kE1	log10	-3	5	1.0	1			0
p_r_2349_kE3	p_r_2349_kE3	log10	-3	5	1.0	1			0
p_r_2349_kE2	p_r_2349_kE2	log10	-3	5	1.0	1			0
p_r_2349_kE1	p_r_2349_kE1	log10	-3	5	1.0	1			0
p_r_235_k0	p_r_235_k0	log10	-3	5	1.0	1			0
p_r_235_kd	p_r_235_kd	log10	-3	5	1.0	1			0
p_r_2350_kE3	p_r_2350_kE3	log10	-3	5	1.0	1			0
p_r_2350_kE2	p_r_2350_kE2	log10	-3	5	1.0	1			0
p_r_2350_kE1	p_r_2350_kE1	log10	-3	5	1.0	1			0
p_r_2355_kE3	p_r_2355_kE3	log10	-3	5	1.0	1			0
p_r_2355_kE2	p_r_2355_kE2	log10	-3	5	1.0	1			0
p_r_2355_kE1	p_r_2355_kE1	log10	-3	5	1.0	1			0
p_r_236_k0	p_r_236_k0	log10	-3	5	1.0	1			0
p_r_236_kd	p_r_236_kd	log10	-3	5	1.0	1			0
p_r_2364_k_GeneSpecificScaling	p_r_2364_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2365_k0	p_r_2365_k0	log10	-3	5	1.0	1			0
p_r_2366_k0	p_r_2366_k0	log10	-3	5	1.0	1			0
p_r_2367_k0	p_r_2367_k0	log10	-3	5	1.0	1			0
p_r_2367_kE1	p_r_2367_kE1	log10	-3	5	1.0	1			0
p_r_237_k0	p_r_237_k0	log10	-3	5	1.0	1			0
p_r_237_kd	p_r_237_kd	log10	-3	5	1.0	1			0
p_r_2373_k0	p_r_2373_k0	log10	-3	5	1.0	1			0
p_r_2375_k0	p_r_2375_k0	log10	-3	5	1.0	1			0
p_r_2377_k0	p_r_2377_k0	log10	-3	5	1.0	1			0
p_r_2379_k0	p_r_2379_k0	log10	-3	5	1.0	1			0
p_r_23811_k_GeneSpecificScaling	p_r_23811_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_23812_k0	p_r_23812_k0	log10	-3	5	1.0	1			0
p_r_2384_k0	p_r_2384_k0	log10	-3	5	1.0	1			0
p_r_2387_k0	p_r_2387_k0	log10	-3	5	1.0	1			0
p_r_2389_k0	p_r_2389_k0	log10	-3	5	1.0	1			0
p_r_2391_k0	p_r_2391_k0	log10	-3	5	1.0	1			0
p_r_2394_k0	p_r_2394_k0	log10	-3	5	1.0	1			0
p_r_2395_k_GeneSpecificScaling	p_r_2395_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2396_k0	p_r_2396_k0	log10	-3	5	1.0	1			0
p_r_2398_k0	p_r_2398_k0	log10	-3	5	1.0	1			0
p_r_2399_k_GeneSpecificScaling	p_r_2399_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_24_k0	p_r_24_k0	log10	-3	5	1.0	1			0
p_r_2400_k0	p_r_2400_k0	log10	-3	5	1.0	1			0
p_r_2402_k0	p_r_2402_k0	log10	-3	5	1.0	1			0
p_r_2403_k_GeneSpecificScaling	p_r_2403_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_2404_k0	p_r_2404_k0	log10	-3	5	1.0	1			0
p_r_2406_k0	p_r_2406_k0	log10	-3	5	1.0	1			0
p_r_2409_k0	p_r_2409_k0	log10	-3	5	1.0	1			0
p_r_2410_k0	p_r_2410_k0	log10	-3	5	1.0	1			0
p_r_2411_k0	p_r_2411_k0	log10	-3	5	1.0	1			0
p_r_2412_k0	p_r_2412_k0	log10	-3	5	1.0	1			0
p_r_2413_k0	p_r_2413_k0	log10	-3	5	1.0	1			0
p_r_2414_k0	p_r_2414_k0	log10	-3	5	1.0	1			0
p_r_2415_k0	p_r_2415_k0	log10	-3	5	1.0	1			0
p_r_2418_k0	p_r_2418_k0	log10	-3	5	1.0	1			0
p_r_24231_k0	p_r_24231_k0	log10	-3	5	1.0	1			0
p_r_24231_kd	p_r_24231_kd	log10	-3	5	1.0	1			0
p_r_24239_k0	p_r_24239_k0	log10	-3	5	1.0	1			0
p_r_24240_k0	p_r_24240_k0	log10	-3	5	1.0	1			0
p_r_24241_k0	p_r_24241_k0	log10	-3	5	1.0	1			0
p_r_24242_k0	p_r_24242_k0	log10	-3	5	1.0	1			0
p_r_24243_k0	p_r_24243_k0	log10	-3	5	1.0	1			0
p_r_2442_k0	p_r_2442_k0	log10	-3	5	1.0	1			0
p_r_2447_kE1	p_r_2447_kE1	log10	-3	5	1.0	1			0
p_r_2448_k0	p_r_2448_k0	log10	-3	5	1.0	1			0
p_r_2449_k0	p_r_2449_k0	log10	-3	5	1.0	1			0
p_r_2451_k0	p_r_2451_k0	log10	-3	5	1.0	1			0
p_r_2452_k0	p_r_2452_k0	log10	-3	5	1.0	1			0
p_r_247_k_GeneSpecificScaling	p_r_247_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_248_k0	p_r_248_k0	log10	-3	5	1.0	1			0
p_r_249_k0	p_r_249_k0	log10	-3	5	1.0	1			0
p_r_249_kd	p_r_249_kd	log10	-3	5	1.0	1			0
p_r_25_k_GeneSpecificScaling	p_r_25_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_26_k0	p_r_26_k0	log10	-3	5	1.0	1			0
p_r_260_k_GeneSpecificScaling	p_r_260_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_261_k0	p_r_261_k0	log10	-3	5	1.0	1			0
p_r_262_k0	p_r_262_k0	log10	-3	5	1.0	1			0
p_r_262_kd	p_r_262_kd	log10	-3	5	1.0	1			0
p_r_263_k0	p_r_263_k0	log10	-3	5	1.0	1			0
p_r_263_kE1	p_r_263_kE1	log10	-3	5	1.0	1			0
p_r_26436_k_GeneSpecificScaling	p_r_26436_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_26437_k0	p_r_26437_k0	log10	-3	5	1.0	1			0
p_r_26438_k0	p_r_26438_k0	log10	-3	5	1.0	1			0
