observableId	simulationConditionId	observableParameters	time	measurement	noiseParameters	preequilibrationConditionId	observableTransformation
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.597	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.141	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.766	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.81	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.321	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.925	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.9490000000000001	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.9941	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.055	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0113	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.977	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.9983	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.986	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.927	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.0847	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.0495	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.0538	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.9919	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.0383	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.929	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.76	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.64	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.86	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.349	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.9937	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.76	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.54	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.4	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.56	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	1.16	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.987	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	1.125	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	1.0135	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	1.0893	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	1.1159999999999999	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.88	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.44	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.137	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.1059999999999999	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.145	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.126	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.9985	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.9309999999999999	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.9926	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	1.0814	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.9973	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	1.0374	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.987	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.9974	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.9329999999999999	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.82	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.29	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.0093	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.0661	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.124	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.379	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.148	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.0081	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	0.82	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	0.64	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.79	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	1.131	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.77	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.74	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.26	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.19	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.05	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_Lapatinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.02	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	1.0702	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	1.0074	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.9440000000000001	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.8	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.9259999999999999	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.914	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	1.0528	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.74	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.93	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	1.0015	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.77	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	1.0203	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	1.0945	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	1.0962	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	1.0583	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	1.1340000000000001	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	0.84	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	0.9159999999999999	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.9440000000000001	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.83	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.67	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.57	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.27	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.28	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.32	proliferation_sigma_all		
viability	TUMOR-C32-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-C32-cellline-01-01	inf	0.29	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.9790000000000001	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.978	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.9309999999999999	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.77	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.51	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.51	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.32	proliferation_sigma_all		
viability	TUMOR-CAL12T-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.27	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0591	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0255	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0087	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.94	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.976	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-CAMA1-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.76	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.77	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.46	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.22	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.14	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.06	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.04	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.03	proliferation_sigma_all		
viability	TUMOR-COLO201-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.03	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	1.0731	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.54	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.43	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.27	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.26	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.19	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.23	proliferation_sigma_all		
viability	TUMOR-COLO679-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.1	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	1.0143	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	1.0052	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.56	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.46	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.31	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.24	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.22	proliferation_sigma_all		
viability	TUMOR-DV90-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.09	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.86	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	1.0268	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.62	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.39	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.2	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.13	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.07	proliferation_sigma_all		
viability	TUMOR-EBC1-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.06	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0231	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc8.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0672	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc25.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	0.9640000000000001	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc80.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0429	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc250.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0802	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc800.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0604	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc2530.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0128	proliferation_sigma_all		
viability	TUMOR-EFM19-cellline-01-01_PD0325901_Conc8000.0nM	scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	0.9520000000000001	proliferation_sigma_all		
viability	TUMOR-HCC1187-cellline-01-01_PD0325901_Conc2.5nM	scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	1.0301	proliferation_sigma_all		
