observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-NCIH522-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH522-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH522-cellline-01-01	inf	0.86	
proliferation	TUMOR-NCIH522-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH522-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH522-cellline-01-01	inf	0.84	
proliferation	TUMOR-NCIH522-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH522-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH522-cellline-01-01	inf	0.83	
proliferation	TUMOR-NCIH522-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH522-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH522-cellline-01-01	inf	0.82	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	1.226	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	1.0138	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.935	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.87	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.9	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.7	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.74	
proliferation	TUMOR-NCIH647-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH647-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH647-cellline-01-01	inf	0.65	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.979	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.926	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	1.003	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.931	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.89	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.77	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.78	
proliferation	TUMOR-NCIH650-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH650-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH650-cellline-01-01	inf	0.62	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	1.091	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	1.0544	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	0.997	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	0.988	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	1.0134	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	0.87	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	1.127	
proliferation	TUMOR-NCIH661-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH661-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH661-cellline-01-01	inf	0.86	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	1.0726	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	1.147	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.61	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.69	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.36	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.47	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.39	
proliferation	TUMOR-NCIH727-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH727-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH727-cellline-01-01	inf	0.4	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	1.0142	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.8	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.45	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.28	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.23	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.18	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.15	
proliferation	TUMOR-NCIH747-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH747-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH747-cellline-01-01	inf	0.13	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	1.0171	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	1.0266	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	1.0472	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	0.925	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	1.0315	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	0.988	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	1.0954	
proliferation	TUMOR-NCIH810-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-NCIH810-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-NCIH810-cellline-01-01	inf	0.99981	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.984	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.925	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.84	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.82	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.85	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.8	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.72	
proliferation	TUMOR-RERFLCAI-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-RERFLCAI-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCAI-cellline-01-01	inf	0.61	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	1.198	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	1.0292	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.917	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.91	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.929	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.73	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.71	
proliferation	TUMOR-RERFLCMS-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-RERFLCMS-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RERFLCMS-cellline-01-01	inf	0.52	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	1.134	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	1.118	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.86	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.86	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.71	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.72	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.6	
proliferation	TUMOR-RPMI7951-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-RPMI7951-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-RPMI7951-cellline-01-01	inf	0.63	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	1.0149	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	1.0381	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	1.0429	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	0.955	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	0.79	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	0.933	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	0.76	
proliferation	TUMOR-SHP77-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SHP77-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SHP77-cellline-01-01	inf	0.76	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.155	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.0536	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.146	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.0809	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	0.912	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.0983	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	0.948	
proliferation	TUMOR-SKBR3-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SKBR3-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	1.0806	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.911	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.937	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.82	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.71	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.65	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.64	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.64	
proliferation	TUMOR-SKLU1-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SKLU1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.45	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.942	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.81	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.62	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.47	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.42	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.42	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.36	
proliferation	TUMOR-SKMEL24-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SKMEL24-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.28	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.976	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.82	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.903	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.67	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.81	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.54	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.59	
proliferation	TUMOR-SNUC2A-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SNUC2A-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.54	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc2.5nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	1.004	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc8.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.977	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc25.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	1.0309	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc80.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.962	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc250.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.87	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc800.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.76	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc2530.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.79	
proliferation	TUMOR-SU8686-cellline-01-01_PD0325901_Conc8000.0nM	TUMOR-SU8686-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.64	
